Year,SchoolCode,Site,3-Math-Advanced,3-Math-Satisfactory,3-Reading-Advanced,3-Reading-Satisfactory,4-Math-Advanced,4-Math-Satisfactory,4-Reading-Advanced,4-Reading-Satisfactory,5-Math-Advanced,5-Math-Satisfactory,5-Reading-Advanced,5-Reading-Satisfactory,5-SocialStudies-Advanced,5-SocialStudies-Satisfactory,5-Science-Advanced,5-Science-Satisfactory,5-Writing-Advanced,5-Writing-Satisfactory,6-Math-Advanced,6-Math-Satisfactory,6-Reading-Advanced,6-Reading-Satisfactory,7-Math-Advanced,7-Math-Satisfactory,7-Reading-Advanced,7-Reading-Satisfactory,7-Geography-Advanced,7-Geography-Satisfactory,8-Math-Advanced,8-Math-Satisfactory,8-Reading-Advanced,8-Reading-Satisfactory,8-History-Advanced,8-History-Satisfactory,8-Science-Advanced,8-Science-Satisfactory,8-Writing-Advanced,8-Writing-Satisfactory,EOI-Algebra-Advanced,EOI-Algebra-Satisfactory,EOI-EnglishII-Advanced,EOI-EnglishII-Satisfactory,EOI-USHistory-Advanced,EOI-USHistory-Satisfactory,EOI-Biology-Advanced,EOI-Biology-Satisfactory,EOI-AlgebraII-Advanced,EOI-AlgebraII-Satisfactory,EOI-Geometry-Advanced,EOI-Geometry-Satisfactory,EOI-EnglishIII-Advanced,EOI-EnglishIII-Satisfactory
2016,48C001105,FOREST GROVE ELEMENTARY,0.14,0.57,0,0.71,0.53,0.93,0.07,0.93,0.58,0.92,0.17,0.92,1,1,0.17,0.83,,,0.11,0.67,0,0.89,0,0.38,0,0.75,0,0.13,0.36,0.73,0.09,0.64,0,0.27,0.09,0.36,,,,,,,,,,,,,,,,
2016,48C009105,LUKFATA ELEMENTARY,0.39,0.94,0.06,0.89,0.39,0.84,0,0.84,0.32,0.84,0.16,0.84,0.32,0.84,0.26,0.71,,,0.29,0.79,0.11,0.89,0.31,0.88,0.23,0.92,0.19,0.54,0,0.38,0.29,0.96,0.25,0.67,0.17,0.67,,,0.13,0.81,,,,,,,,,,,,
2016,48C023105,GLOVER ELEMENTARY,0,0.33,0,0.33,,,,,,,,,,,,,,,0,0.5,0,0.33,,,,,,,0.33,0.5,0,0.83,0,0.17,0,0.5,,,,,,,,,,,,,,,,
2016,48C037105,DENISON ELEMENTARY,0.9,1,0.06,0.97,0.26,0.81,0,0.85,0.25,0.65,0.1,0.7,0.3,0.5,0.1,0.4,,,0.33,0.93,0.07,1,0.25,0.79,0.21,0.83,0.25,0.63,0.22,0.72,0.33,0.89,0.22,0.61,0.22,0.72,,,,,,,,,,,,,,,,
2016,48C072105,HOLLY CREEK ELEMENTARY,0.11,0.5,0,0.83,0.29,0.82,0.12,0.88,0.47,0.73,0.13,0.73,0.2,0.8,0.2,0.6,,,0.29,0.79,0,0.86,0.58,1,0.33,0.92,0.42,0.83,,,0.22,1,0.44,1,0,0.78,,,0.67,1,,,,,,,,,,,,
2016,48I005110,CENTRAL ELEMENTARY,0.33,0.8,0.14,0.82,0.18,0.61,0.05,0.66,0.23,0.73,0.08,0.81,0.52,0.77,0.13,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,48I005120,IDABEL PRIMARY SOUTH ELEMENTARY SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,48I005505,IDABEL MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.08,0.57,0.08,0.55,0.1,0.59,0.12,0.7,0.2,0.48,0.1,0.59,0.2,0.84,0.25,0.63,0.16,0.49,,,0.6,1,,,,,,,,,,,,
2016,48I005710,IDABEL HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.61,0.12,0.74,0.16,0.47,0.1,0.47,0.08,0.43,0.15,0.66,0.13,0.79
2016,48I006105,HAWORTH ELEMENTARY,0.44,0.94,0.08,0.94,0.22,0.81,0.07,0.89,0.23,0.87,0.13,0.9,0.4,0.8,0.2,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,48I006510,HAWORTH MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.2,0.77,0.09,0.69,0.26,0.89,0.15,0.85,0.15,0.63,0.05,0.74,0.23,0.97,0.19,0.48,0.07,0.7,,,0.55,1,,,,,,,,,,,,
2016,48I006705,HAWORTH HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.63,0.13,0.87,0.3,0.8,0,0.29,0.1,0.8,0.28,0.92,0.26,1
2016,48I011110,VALLIANT ELEMENTARY,0.06,0.57,0.02,0.59,0.19,0.77,0.1,0.71,0.22,0.83,0.11,0.69,0.36,0.81,0.22,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,48I011505,VALLIANT MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.2,0.76,0.15,0.93,0.23,0.74,0.17,0.81,0.21,0.38,0.11,0.69,0.15,0.89,0.13,0.37,0.07,0.44,,,0.22,1,,,,,,,,,,,,
2016,48I011705,VALLIANT HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.55,0.11,0.76,0.03,0.36,0,0.25,0.12,0.45,0.32,0.85,0.11,0.85
2016,48I013105,EAGLETOWN ELEMENTARY,0,0.43,0,0.43,,,,,0.2,0.7,0.1,0.7,0.3,0.6,0,0.6,,,,,,,0,0.71,0,0.86,,,0,0.33,0,0.75,0,0.42,0.08,0.67,,,,,,,,,,,,,,,,
2016,48I013705,EAGLETOWN HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.38,0.13,0.88,,,0,0.22,,,0,0.38,0.14,0.71
2016,48I014105,SMITHVILLE ELEMENTARY,0.11,0.67,0,0.61,0.2,0.6,0,0.6,0.11,0.42,0,0.74,0.68,0.84,0,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,48I014505,SMITHVILLE MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.22,1,0.11,0.89,0,0.92,0.08,0.92,0.25,0.58,0.6,0.9,0.1,0.9,0.3,1,0.3,0.9,,,,,,,,,,,,,,,,
2016,48I014705,SMITHVILLE HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.83,0.17,0.91,0.57,0.86,0.04,0.48,0,0.83,0.36,0.86,0.14,1
2016,48I039105,WRIGHT CITY ELEMENTARY,0.32,0.86,0.14,0.91,0.7,0.85,0.05,0.95,0.3,0.9,0.1,0.9,0.4,0.9,0.15,0.7,,,0.18,0.82,0.05,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,48I039610,WRIGHT CITY JR HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,0.14,0.71,0.24,0.86,0.29,0.62,0,0.58,0.06,0.82,0,0.29,0,0.76,,,,,,,,,,,,,,,,
2016,48I039705,WRIGHT CITY HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.86,0.17,1,0,0.31,0.08,0.73,0.32,0.79,0.23,0.87,0.11,0.89
2016,48I071105,BATTIEST ELEMENTARY,0.24,0.88,0,0.88,0.65,0.94,0.06,0.88,0.54,1,0.15,1,0.46,0.85,0.08,0.69,,,0.43,1,0.19,0.9,0.25,0.81,0.25,0.88,0.44,0.56,0.42,0.75,0.17,0.83,0.17,0.67,0.08,0.5,,,,,,,,,,,,,,,,
2016,48I071715,BATTIEST HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,1,0.18,0.94,0.24,0.76,0,0.59,0.32,0.89,0.53,0.88,0.22,0.94
2016,48I074110,BENNETT ELEMENTARY,0.35,0.87,0.05,0.91,0.16,0.79,0.04,0.69,0.27,0.79,0.08,0.74,0.34,0.63,0.12,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,48I074120,DIERKS ELEMENTARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,48I074505,RECTOR JOHNSON MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.11,0.75,0.03,0.64,0.18,0.83,0.17,0.86,0.14,0.5,0.2,0.82,0.14,0.89,0.15,0.52,0.28,0.84,,,0.46,1,,,,,,,,,,,,
2016,48I074705,BROKEN BOW HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.93,0.17,0.87,0.2,0.74,0.15,0.5,0.14,0.77,0.28,0.83,0.28,0.91
2016,49C003105,RYAL ELEMENTARY,,,,,,,0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,49C016105,STIDHAM ELEMENTARY,0.17,0.83,0,0.83,,,,,,,,,,,,,,,0.13,0.88,0,0.88,,,,,,,0.29,0.43,0,0.57,,,0,0.43,,,,,,,,,,,,,,,,
2016,49I001120,EUFAULA ELEMENTARY,0.49,0.95,0.03,0.92,0.35,0.9,0.03,0.89,0.42,0.86,0.06,0.9,0.66,0.96,0.18,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,49I001505,EUFAULA MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.4,0.92,0.1,0.69,0.22,0.82,0.15,0.88,0.4,0.8,0.15,0.73,0.17,0.8,0.1,0.61,0.03,0.56,,,0.47,1,,,,,,,,,,,,
2016,49I001710,EUFAULA HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.76,0.11,0.83,0.23,0.68,0.2,0.5,0,0.36,0.18,0.85,0.26,0.93
2016,49I019110,MARSHALL ELEMENTARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,49I019112,CHECOTAH INTERMEDIATE ELEMENTARY SCHOOL,0.43,0.84,0.01,0.8,0.38,0.95,0.03,0.81,0.19,0.75,0.13,0.76,0.39,0.75,0.16,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,49I019505,CHECOTAH MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.1,0.65,0.04,0.69,0.16,0.76,0.1,0.78,0.12,0.47,0.2,0.59,0.18,0.88,0.13,0.44,0.14,0.56,,,0.86,1,,,,,,,,,,,,
2016,49I019705,CHECOTAH HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.76,0.18,0.81,0.05,0.51,0.09,0.53,0.06,0.48,0.22,0.87,0.19,0.92
2016,49I027105,MIDWAY ELEMENTARY,0.13,0.75,0.13,0.75,0.43,0.86,0,0.71,0.23,0.85,0.08,0.77,0.38,0.85,0.08,0.77,,,0.08,0.58,0,0.58,0.47,0.89,0.11,0.95,0.21,0.53,0.11,0.33,0,0.56,0.11,0.11,0,0.33,,,,,,,,,,,,,,,,
2016,49I027705,MIDWAY HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.86,0.08,0.92,0,0.36,0,0.75,0.2,0.9,0.08,0.77,0,0.6
2016,49I064105,HANNA ELEMENTARY,,,,,,,,,,,,,,,,,,,,,,,0,0.57,0,0.57,0,0.29,,,,,,,,,,,,,,,,,,,,,,,,
2016,49I064705,HANNA HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.17,0.17,0.5,,,0.17,0.67
2016,50I001105,SULPHUR ELEMENTARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,50I001110,SULPHUR INTERMEDIATE ELEMENTARY SCHOOL,0.33,0.78,0.07,0.91,0.39,0.89,0.01,0.85,0.2,0.75,0.1,0.86,0.4,0.78,0.09,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,50I001510,SULPHUR MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.22,0.72,0.09,0.83,0.29,0.84,0.18,0.87,0.52,0.84,0.22,0.7,0.23,0.81,0.34,0.74,0.27,0.79,,,0.6,1,,,,,,,,,,,,
2016,50I001705,SULPHUR HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.82,0.16,0.89,0.16,0.71,0.3,0.84,0.18,0.8,0.2,0.74,0.32,0.95
2016,50I010105,DAVIS ELEMENTARY,0.27,0.86,0.07,0.97,0.2,0.84,0,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,50I010505,DAVIS MIDDLE SCHOOL,,,,,,,,,0.05,0.53,0.13,0.82,0.48,0.87,0.1,0.57,,,0.14,0.75,0.04,0.8,0.25,0.72,0.21,0.85,0.21,0.55,0,0.17,0.11,0.82,0.32,0.7,0.11,0.67,,,0.11,0.89,,,,,,,,,,,,
2016,50I010705,DAVIS HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.88,0.08,0.88,0.23,0.81,0.07,0.39,0.21,0.86,0.33,0.94,0.23,0.95
2016,51C009105,WAINWRIGHT ELEMENTARY,,,,,,,0,0.5,,,,,,,,,,,0,0.57,0,0.71,0.22,0.67,0.33,0.78,0.33,0.67,,,,,,,,,,,,,,,,,,,,,,,,
2016,51I002110,MARY WHITE ELEMENTARY,0.11,0.53,0.04,0.71,0.21,0.72,0.03,0.59,0.33,0.85,0.07,0.81,0.33,0.89,0.22,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,51I002505,HASKELL MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.16,0.84,0.05,0.76,0.14,0.67,0.18,0.78,0.26,0.7,0.41,0.79,0.21,0.79,0.44,0.74,0.12,0.68,,,,,,,,,,,,,,,,
2016,51I002715,HASKELL HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.86,0.07,0.9,0.06,0.72,0.05,0.43,0,0.27,0.24,0.76,0.13,0.95
2016,51I003105,FORT GIBSON INTERMEDIATE ELEMENTARY SCHOOL,0.48,0.92,0.09,0.96,0.39,0.95,0.04,0.87,0.29,0.77,0.15,0.82,0.46,0.76,0.2,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,51I003110,FORT GIBSON EARLY LEARNING CTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,51I003505,FORT GIBSON MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.26,0.82,0.03,0.83,0.41,0.88,0.29,0.89,0.66,0.86,0.28,0.81,0.29,0.91,0.28,0.75,0.23,0.8,,,0.79,1,,,,,,,,,,,,
2016,51I003705,FORT GIBSON HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.83,0.1,0.89,0.35,0.85,0.19,0.6,0.6,0.98,0.35,0.93,0.19,0.9
2016,51I006105,WEBBERS FALLS ELEMENTARY,0.06,0.69,0,0.69,0.15,0.62,0.08,0.62,0.18,0.73,0,0.82,0.18,0.73,0.27,0.55,,,0.18,0.91,0,0.55,0.15,0.85,0.15,0.77,0.23,0.62,0.14,0.57,0.14,0.71,0,0.43,0,0.14,,,,,,,,,,,,,,,,
2016,51I006715,WEBBERS FALLS HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,0.31,1,0.18,0.91,0.08,0.58,0,0.9,0.43,0.79,0.09,1
2016,51I008110,OKTAHA ELEMENTARY,0.26,0.76,0,0.89,0.18,0.87,0.03,0.72,0.34,0.95,0.14,0.91,0.32,0.73,0.18,0.52,,,0.37,0.82,0.05,0.87,0.37,0.94,0.23,0.91,0.23,0.49,0.38,0.87,0.24,0.92,0.25,0.75,0.16,0.65,,,1,1,,,,,,,,,,,,
2016,51I008705,OKTAHA HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.87,0.13,0.87,0.16,0.59,0.19,0.48,0.53,1,0.53,0.98,0.24,0.93
2016,51I020105,CHEROKEE ELEMENTARY,0.1,0.48,0.03,0.48,0.09,0.5,0,0.32,0.06,0.28,0,0.61,0,0.22,0.11,0.28,,,0,0.16,0,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,51I020110,CREEK ELEMENTARY,0.27,0.64,0,0.78,0.31,0.81,0,0.71,0.18,0.82,0.1,0.67,0.36,0.69,0.26,0.62,,,0.5,0.88,0.13,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,51I020120,BENJAMIN FRANKLIN SCIENCE ACADEMY,0.28,0.79,0,0.84,0.13,0.64,0.03,0.82,0.2,0.69,0.09,0.74,0.2,0.6,0.14,0.4,,,0.16,0.61,0,0.58,0.04,0.44,0.14,0.59,0.07,0.31,0.05,0.29,0.07,0.61,0,0.11,0.07,0.25,,,0.44,1,,,,,,,,,,,,
2016,51I020125,GRANT-FOREMAN ELEMENTARY,0.09,0.49,0.02,0.7,0.15,0.82,0.03,0.72,0.17,0.73,0,0.73,0.13,0.53,0.03,0.4,,,0.06,0.48,0.03,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,51I020140,IRVING ELEMENTARY,0.5,0.82,0.07,0.86,0.19,0.86,0,0.86,0.11,0.71,0.07,0.61,0.21,0.57,0,0.36,,,0.36,0.84,0.12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,51I020160,PERSHING ELEMENTARY,0.07,0.48,0,0.73,0.08,0.61,0,0.69,0.19,0.62,0.05,0.81,0.19,0.52,0.14,0.38,,,0.09,0.64,0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,51I020170,SADLER ARTS ACADEMY,0.39,0.89,0.08,0.89,0.61,0.92,0.13,0.95,0.63,0.88,0.28,0.93,0.63,0.91,0.23,0.77,,,0.45,0.95,0.12,0.9,0.59,1,0.58,1,0.65,0.88,0.6,0.9,0.64,1,0.68,0.95,0.55,0.95,,,1,1,,,,,,,1,1,,,,
2016,51I020175,TONY GOETZ ELEMENTARY,0.31,0.77,0.06,0.83,0.5,0.95,0,0.88,0.39,0.79,0.08,0.71,0.34,0.68,0.18,0.61,,,0.42,0.95,0.16,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,51I020180,WHITTIER ELEMENTARY,0.09,0.5,0,0.77,0.2,0.67,0,0.6,0.23,0.73,0.09,0.77,0.27,0.68,0.09,0.5,,,0.13,0.59,0.03,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,51I020185,MUSKOGEE EC CTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,51I020505,ALICE ROBERTSON JR HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,0.07,0.52,0.13,0.76,0.11,0.38,0.03,0.29,0.16,0.8,0.1,0.44,0.09,0.48,,,0.11,0.56,,,,,,,,,0.38,1,,
2016,51I020705,MUSKOGEE HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.44,0.13,0.74,0.1,0.44,0.06,0.36,0.11,0.64,0.2,0.7,0.18,0.79
2016,51I029105,HILLDALE LOWER ELEMENTARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,51I029110,HILLDALE UPPER ELEMENTARY,0.34,0.84,0.08,0.87,0.19,0.68,0.02,0.75,0.45,0.84,0.17,0.87,0.5,0.79,0.29,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,51I029505,HILLDALE MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.19,0.76,0.08,0.77,0.34,0.87,0.18,0.87,0.7,0.9,0.47,0.97,0.23,0.93,0.29,0.78,0.43,0.93,,,0.86,1,,,,,,,,,,,,
2016,51I029705,HILLDALE HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.71,0.2,0.91,0.08,0.59,0.1,0.44,0.22,0.8,0.39,0.94,0.21,0.94
2016,51I046105,BRAGGS ELEMENTARY,,,,,,,,,0.36,0.91,0,0.64,0.55,0.82,0.09,0.64,,,0.43,1,0.14,0.86,,,,,,,0.31,0.92,0.38,0.92,0.46,0.69,0,0.69,,,,,,,,,,,,,,,,
2016,51I046705,BRAGGS HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,0.83,0,0.91,0,0.57,0,0.27,0.09,0.82,,,0.17,0.67
2016,51I074105,WARNER ELEMENTARY,0.55,0.94,0.11,0.98,0.4,0.93,0.19,0.95,0.31,0.93,0.17,0.94,0.52,0.91,0.2,0.74,,,0.3,0.93,0.09,0.95,0.25,0.94,0.36,0.94,0.39,0.69,0.31,0.83,0.23,0.98,0.85,0.95,0.58,0.98,,,0.82,1,,,,,,,,,,,,
2016,51I074715,WARNER HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,1,0.32,1,0.41,0.95,0.35,0.86,0.32,1,0.7,1,0.33,1
2016,51I088105,PORUM ELEMENTARY,0.52,1,0,0.87,0.5,0.97,0.03,0.83,0.23,0.87,0.1,0.81,0.55,0.84,0.1,0.65,,,0.4,0.84,0.08,0.64,0.13,0.92,0.21,0.83,0.08,0.46,0,0.62,0,0.54,0,0.69,0,0.38,,,,,,,,,,,,,,,,
2016,51I088705,PORUM HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.73,0.17,0.76,0.14,0.48,0.15,0.56,0.08,0.67,0.06,0.59,0.13,0.71
2016,52I001105,PERRY ELEMENTARY,0.55,0.88,0.05,0.93,0.45,0.84,0.03,0.94,0.14,0.64,0.02,0.79,0.32,0.63,0.07,0.5,,,0.19,0.75,0.04,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,52I001605,PERRY JR HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,0.07,0.67,0.12,0.81,0.33,0.58,0.14,0.62,0.26,0.88,0.24,0.68,0.33,0.71,,,0.66,1,,,,,,,,,,,,
2016,52I001705,PERRY HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.77,0.15,0.85,0.39,0.73,0.23,0.73,0.36,0.94,0.28,0.9,0.22,0.8
2016,52I002105,BILLINGS ELEMENTARY,,,,,,,,,,,,,,,,,,,,,,,0.33,0.67,0.17,0.67,0,0.33,,,,,,,,,,,,,,,,,,,,,,,,
2016,52I002705,BILLINGS HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,0.71,,,,,,,,,,,,
2016,52I004105,FRONTIER ELEMENTARY,0.5,0.85,0.05,0.95,0.42,1,0,1,0.14,0.76,0.19,0.71,0.14,0.71,0.24,0.62,,,0,0.48,0.05,0.71,0.19,0.56,0.13,0.81,0.13,0.44,0,0.86,0.25,0.9,0.3,0.95,0.1,0.65,,,0.38,0.92,,,,,,,,,,,,
2016,52I004705,FRONTIER HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.75,0.13,0.94,0.13,0.67,0.06,0.25,0.11,0.89,0.32,0.88,0.29,0.88
2016,52I006105,MORRISON ELEMENTARY,0.52,0.88,0,0.96,0.51,1,0.03,0.91,0.2,0.8,0.06,0.77,0.4,0.83,0.11,0.6,,,0.32,0.8,0.12,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,52I006510,MORRISON MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,,,,,0.34,0.83,0.23,0.74,0.2,0.63,0.41,0.78,0.17,0.8,0.29,0.71,0.14,0.77,,,,,,,,,,,,,,,,
2016,52I006705,MORRISON HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.94,0.25,0.94,0.27,0.78,0.16,0.55,0.46,0.86,0.62,0.97,0.46,0.96
2016,53I003105,OKLAHOMA UNION ELEMENTARY,0.35,0.7,0.13,0.88,0.36,0.94,0.03,0.85,0.52,0.97,0.03,0.93,0.45,0.86,0.21,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,53I003505,OKLAHOMA UNION MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.29,0.95,0.08,0.76,0.17,0.74,0.24,0.88,0.45,0.81,0.12,0.48,0.11,0.71,0.18,0.51,0.08,0.5,,,0.67,1,,,,,,,,,,,,
2016,53I003705,OKLAHOMA UNION HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.75,0.18,0.84,0.1,0.61,0.39,0.8,0,0.23,0.21,0.75,0.23,0.8
2016,53I040110,NOWATA ELEMENTARY,0.53,0.8,0.03,0.88,0.4,0.88,0.07,0.89,0.44,0.88,0.14,0.79,0.58,0.86,0.28,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,53I040505,NOWATA MIDDLE SCHOOL,,,,,,,,,,,,,,,,,,,0.41,0.92,0.08,0.88,0.21,0.72,0.13,0.72,0.23,0.53,0.26,0.74,0.05,0.79,0.21,0.65,0,0.58,,,,,,,,,,,,,,,,
2016,53I040705,NOWATA HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.83,0.11,0.87,0.33,0.64,0.02,0.25,0.02,0.72,0.16,0.84,0.23,0.95
2016,53I051105,SOUTH COFFEYVILLE ELEMENTARY,0.27,0.8,0,0.87,0.67,1,0.11,1,0.27,0.8,0,0.93,0.4,0.8,0.13,0.47,,,0,0.6,0.1,0.4,0,0.5,0,0.3,0,0.1,0.13,0.8,0,0.67,0.07,0.27,0.07,0.47,,,,,,,,,,,,,,,,
2016,53I051705,SOUTH COFFEYVILLE HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.72,0.13,0.67,0.17,0.5,0.11,0.21,0.27,0.67,0.33,0.78,0.17,0.92
2016,54C029105,BEARDEN ELEMENTARY,0,0.33,0,0.5,,,,,0.17,0.83,0.17,1,0,0.5,0.17,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,54I002105,MASON ELEMENTARY,0.54,0.92,0,0.77,0,0.54,0,0.17,0,0.31,0,0.46,0.15,0.23,0.15,0.31,,,0,0.32,0,0.32,0,0.3,0,0.5,0.1,0.2,0,0.5,0,0.5,0,0.1,0,0.1,,,,,,,,,,,,,,,,
2016,54I002705,MASON HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,0.06,1,0,0.46,0.11,0.78,0.1,0.75,0,0.46,0.15,0.77
2016,54I014105,PADEN ELEMENTARY,0.33,1,0.07,0.8,0,1,0,0.67,0.29,0.86,0,0.86,0.21,0.79,0,0.64,,,0.25,0.83,0.08,0.83,0.36,0.91,0.27,0.73,0.18,0.36,0.35,0.82,0.12,0.88,0.06,0.35,0.24,0.65,,,,,,,,,,,,,,,,
